sentence,outlet,topic,type,Label_bias,Label_opinion,biased_words
"Tuesday on Hill.TV, 2020 Democratic presidential candidate Marianne Williamson declared President Donald Trump has become a “megaphone” for white nationalism.",breitbart,white-nationalism,right,Biased,No agreement,['megaphone']
"Former Australia Prime Minister Kevin Rudd ripped Donald Trump’s botched handling of the coronavirus pandemic in a new op-ed, describing the U.S. president as a “quack apothecary” for hyping unproven cures",huffpost,trump-presidency,left,Biased,No agreement,['botched' 'ripped' 'quack' 'apothecary' 'hyping' 'unproven' 'cures']
"The biggest swimming pool in Russia’s Muslim-majority North Caucasus region has banned women, prompting anger from rights activists and others who have accused the sports complex of discrimination.",reuters,gender,center,Non-biased,Entirely factual,['']
"U.S. President Donald Trump is open to negotiations on another possible stimulus bill amid the novel coronavirus pandemic, but not the one put forward by House of Representatives Democrats, a White House spokeswoman said on Thursday.",reuters,coronavirus,center,Non-biased,Entirely factual,['']
"The Black Lives Matter movement, sparked by police murdering Black people, predates Trump’s presidency by several years, but the president personifies the kind of systemic racism the movement has always decried.",huffpost,trump-presidency,left,Biased,Somewhat factual but also opinionated,['personifies' 'systemic' 'racism' 'decried']
This is far from the first time Klobuchar has dismissed Trump’s tax cuts.,breitbart,middle-class,right,Non-biased,Entirely factual,['dismissed']
Social Security 2100 Act will provide an important forum to help educate the public and could puncture many of the toxic myths that have taken hold about Social Security in recent decades. ,reuters,middle-class,center,Biased,Somewhat factual but also opinionated,['toxic' 'myths']
"We just survived eight years of a messianic presidency, with a finger-wagging, patriotism-appropriating administration lecturing us on how to be proper Americans.",federalist,white-nationalism,right,Biased,Expresses writer’s opinion,"['messianic' 'presidency' 'finger-wagging' 'patriotism-appropriating'
 'lecturing']"
"Earlier, the Welt am Sonntag German newspaper reported that President Donald Trump had offered funds to lure CureVac to the United States",msnbc,coronavirus,left,Biased,Somewhat factual but also opinionated,['lure']
"The president left the composition of the task force and its focus murky in a series of tweets Wednesday morning. Trump said he may remove some members of the group and add others, though he did not indicate whom he had in mind. At the White House, Trump said he would add two or three members by next week.",usa-today,trump-presidency,center,Non-biased,No agreement,['murky']
"European states are trying to accelerate a plan to shift thousands of foreign Islamic State militants out of Syrian prison camps and into Iraq, as a fresh conflict in Syria has raised the risk of jihadists escaping or returning home.",reuters,international-politics-and-world-news,center,Non-biased,Entirely factual,['']
"Peace was one of many transgender service members who spoke out against Trump after he announced on Twitter in July 2017 that the military would no longer allow transgender individuals ""to serve in any capacity."" ",usa-today,gender,center,Non-biased,Entirely factual,['']
Swiss voters will head to the polls to decide whether homophobia – hate crimes or discrimination based on sexual orientation –should be criminalized.,usa-today,gender,center,Non-biased,Entirely factual,['homophobia']
CBS Late Show host Stephen Colbert claimed on Tuesday that President Donald Trump’s describing himself as a “nationalist” serves as an indication of his hidden sympathy for white nationalist movements such as Ku Klux Klan.,breitbart,white-nationalism,right,Biased,Expresses writer’s opinion,['sympathy' 'white' 'nationalist' 'hidden']
"Residents in Wuhan braved pouring rain in queues of more than an hour to take part in a government-led exercise to test the city’s 11 million people for the novel coronavirus, a scale health experts describe as unprecedented.",reuters,coronavirus,center,Non-biased,Somewhat factual but also opinionated,['braved']
"Rep. Alexandria Ocasio-Cortez (D-NY) slammed billionaire Jeff Bezos, the richest man in the world and owner of the Washington Post, for paying his employees what she called “starvation wages.”",breitbart,middle-class,right,Biased,Somewhat factual but also opinionated,['slammed' 'starvation' 'wages']
"Think about it — universal background checks require that Americans get permission from the government before buying a gun in any setting, retail or private.",breitbart,gun-control,right,Non-biased,Entirely factual,['']
"This is why Donald Trump is awake at 2:30 a.m., rage-tweeting. When he sleeps, he dreams, and his dreams are nightmares. He’s a frightened, desperate man. Every day, he turns on his television, and the death count from the COVID-19 virus keeps going up. ",alternet,coronavirus,left,Biased,Expresses writer’s opinion,['rage-tweeting' 'nightmares' 'desperate' 'frightened']
"The president has called for a tough response to the protests in order to ""dominate the streets"" and has threatened to call in active-duty troops to quell unrest in cities where local authorities were unable to do so. ",usa-today,trump-presidency,center,Non-biased,Somewhat factual but also opinionated,['threatened']
"Cohen said political leaders are playing with fire when they promote white supremacist talking points, such as exaggerated claims of the security threat immigrants present and their supposed drain on public resources, to stoke their supporters.",usa-today,white-nationalism,center,Biased,Somewhat factual but also opinionated,"['playing' 'with' 'fire' 'stoke' 'white' 'supremacist' 'exaggerated'
 'drain' 'supposed']"
"Senators voted to shelve the bill for the year and ask the state crime commission to study the issue, an outcome that drew cheers from a committee room packed with gun advocates.",msnbc,gun-control,left,Non-biased,Entirely factual,['gun' 'advocates']
"So while these Republicans in D.C. are still lost in the mindset that voters will still support them because ""they're not the other guys,"" that's not entirely true: promises were made, tens of millions of dollars were raised off said promises. Time to man up, Republicans, and fulfill those promises or else people might call you for what you're acting like right now: liars.",breitbart,trump-presidency,right,Biased,Expresses writer’s opinion,['man' 'up' 'liars' 'lost']
